;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/21/2012 10:03:53 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0A5A     [316]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
0x0B96      [24]    _isdigit
0x0BAE     [116]    _ByteToStr
0x0C22     [254]    __Lib_USB_genHID_USB_Get_Dsc_Handler
0x0D20     [212]    _ShortToStr
0x0DF4      [52]    __Lib_USB_genHID_memset_usb_int
0x0E28      [46]    _Lcd_Out_CP
0x0E56      [96]    _strcat
0x0EB6      [42]    __Lib_USB_genHID_USB_Handle_Busy
0x0EE0      [38]    __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
0x0F06     [416]    __Lib_USB_genHID_USB_CtrlEP_Service_Complete
0x10A6     [272]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
0x11B6     [250]    __Lib_USB_genHID_USB_Check_Std_Request
0x12B0     [136]    _Lcd_Out
0x1338     [214]    _atoi
0x140E      [54]    _MakeLastTwoChars
0x1444     [194]    _Read_Time
0x1506     [288]    __Lib_USB_genHID_USB_Transfer_Packet_Int
0x1626     [242]    _WordToHex
0x1718      [52]    _USB_Init_Desc
0x174C      [14]    __Lib_USB_genHID_USB_Configure
0x175A      [10]    __Lib_USB_genHID_USB_Enable_Interrupts
0x1764      [16]    ___CC2DW
0x1774     [138]    __Lib_USB_genHID_USB_Device_Init_Int
0x17FE      [68]    __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
0x1842      [76]    __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
0x188E     [160]    __Lib_USB_genHID_USB_CtrlTrf_In_Handler
0x192E      [30]    __Lib_USB_genHID_USB_Attach_Device
0x194C     [132]    _Gen_Write
0x19D0     [530]    _Display_Time_Core
0x1BE2     [570]    _GetTimeStruct
0x1E1C      [44]    _LCD_1Row_Write
0x1E48      [98]    _Gen_Read
0x1EAA      [10]    __Lib_USB_genHID_USB_Disable_Module
0x1EB4      [22]    _I2C1_Init
0x1ECA       [4]    _HID_Disable
0x1ECE      [64]    _I2C_Write_Byte_To_EEPROM
0x1F0E      [28]    _Delay_100ms
0x1F2A      [98]    _Lcd_Chr
0x1F8C      [46]    _init_core
0x1FBA     [198]    _Lcd_Init
0x2080      [44]    _GetOpMode
0x20AC      [40]    _HID_Enable
0x20D4     [132]    _TestUSBInput
0x2158     [132]    _Write_Time
0x21DC      [24]    _HID_Write
0x21F4      [32]    _LCD_2Row_Write
0x2214      [90]    _I2C_Read_Byte_From_EEPROM
0x226E     [114]    _DisplayTimeStruct
0x22E0      [22]    _HID_Read
0x22F6      [48]    _USB_Buffer_Time
0x2326       [4]    __Lib_USB_genHID_USB_Clear_Interrupt
0x232A      [32]    __Lib_USB_genHID_USB_Suspend
0x234A      [60]    __Lib_USB_genHID_USB_Stall_Handler
0x2386     [276]    __Lib_USB_genHID_USB_Ctrl_EPService
0x249A      [38]    __Lib_USB_genHID_USB_Wake_From_Suspend
0x24C0     [142]    __Lib_USB_genHID_USB_Device_Init
0x254E      [76]    _init_main
0x259A     [128]    _TIME_Mode
0x261A     [266]    _I2C_Test_EEPROM
0x2724     [290]    _USB_Interrupt_Proc
0x2846    [1490]    _USB_Mode
0x2E18     [186]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    R0
0x0000       [1]    SPI1_Write_tmp_L0
0x0000       [1]    UART1_Init_tmp_L0
0x0001       [1]    ispunct_rslt_L0
0x0001       [1]    UART1_Read___tmp_UART1_Read_L0
0x0001       [1]    I2C1_Rd_tmp_L0
0x0001       [1]    R1
0x0002       [2]    __Lib_USB_genHID_memset_usb_int_pp_L0
0x0002       [1]    R2
0x0002       [2]    memcpy_dd_L0
0x0002       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0
0x0002       [2]    memchr_s_L0
0x0002       [2]    strlen_cp_L0
0x0002       [2]    __Lib_USB_genHID_memset_usb_pp_L0
0x0002       [2]    memset_pp_L0
0x0003       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0
0x0003       [1]    R3
0x0003       [2]    __Lib_MmcFat16_f16_toInt_l_L0
0x0003       [2]    memmove_tt_L0
0x0003       [2]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service_byteToSend_L0
0x0003       [2]    Ltrim_original_L0
0x0004       [2]    __Lib_USB_genHID_USB_Transfer_Packet_Int_handle_L0
0x0004       [2]    __Lib_USB_genHID_USB_Get_Status_Handler_p_L2
0x0004       [2]    strcpy_cp_L0
0x0004       [2]    strcat_cp_L0
0x0004       [1]    R4
0x0004       [2]    strncpy_cp_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler_p_L0
0x0004       [2]    __Lib_USB_genHID_USB_Transfer_Packet_handle_L0
0x0004       [2]    strncat_cp_L0
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [2]    LongIntToHex_input_half_L0
0x0005       [2]    __Lib_USB_genHID_USB_Configure_Endpoint_handle_L0
0x0005       [1]    R5
0x0005       [2]    memmove_ff_L0
0x0005       [2]    Ltrim_p_L0
0x0006       [1]    R6
0x0007       [1]    R7
0x0008       [1]    R8
0x0009       [4]    __Lib_MmcFat16_f16_toLong_l_L0
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0029      [11]    ?lstr5_lcddisplay
0x0034      [13]    ?lstr6_lcddisplay
0x0041      [11]    ?lstr7_lcddisplay
0x004C      [13]    ?lstr4_lcddisplay
0x0059       [8]    _mempages_write
0x0061       [8]    _mempages_read
0x0069      [16]    ?lstr11_lcddisplay
0x0079      [12]    ?lstr12_lcddisplay
0x0085      [13]    ?lstr13_lcddisplay
0x0092      [11]    ?lstr8_lcddisplay
0x009D      [12]    ?lstr9_lcddisplay
0x00A9       [9]    ?lstr10_lcddisplay
0x00B2      [13]    ?lstr3_lcddisplay
0x00BF      [16]    ?lstr19_lcddisplay
0x00CF       [9]    ?lstr20_lcddisplay
0x00D8      [15]    ?lstr16_lcddisplay
0x00E7      [13]    ?lstr17_lcddisplay
0x00F4      [14]    ?lstr18_lcddisplay
0x0102      [14]    ?lstr1_lcddisplay
0x0110      [16]    ?lstr2_lcddisplay
0x0120      [13]    ?lstr21_lcddisplay
0x012D      [14]    ?lstr22_lcddisplay
0x013B       [8]    ?lstr23_lcddisplay
0x0143      [16]    ?lstr14_lcddisplay
0x0153      [17]    ?lstr15_lcddisplay
0x0164       [7]    ?lstr4_CoreTime
0x016B       [2]    ?lstr5_CoreTime
0x016D       [2]    ?lstr2_CoreTime
0x016F       [2]    ?lstr3_CoreTime
0x0171       [1]    ?lstr24_lcddisplay
0x0172       [2]    ?lstr6_CoreTime
0x0174       [7]    ?lstr1_CoreTime
0x017B       [1]    _opstate
0x017C       [1]    _cnt
0x017D       [2]    __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr
0x017F       [2]    __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr
0x0181       [1]    __Lib_USB_genHID_controlTransferState
0x0182       [4]    __Lib_USB_genHID_BDTEntry_OutPtr
0x0186       [1]    __Lib_USB_genHID_idle_rate
0x0187       [1]    __Lib_USB_genHID_active_protocol
0x0188       [2]    __Lib_USB_genHID_pDst
0x018A       [1]    __Lib_USB_genHID_USTATcopy
0x018B       [1]    __Lib_USB_genHID_USBAlternateInterface
0x018C       [1]    __Lib_USB_genHID_BothEP0OutUOWNsSet
0x018D       [1]    __Lib_USB_genHID_shortPacketStatus
0x018E       [1]    __Lib_USB_genHID_RemoteWakeup
0x018F       [4]    __Lib_USB_genHID__USB_Stop_Waiting
0x0193       [2]    __Lib_USB_genHID_USB_Read_Buffer
0x0195       [2]    __Lib_USB_genHID_USB_Write_Buffer
0x0197       [2]    __Lib_USB_genHID_USB_Out_Handle
0x0199       [0]    __Lib_Lcd_cmd_status
0x019A       [1]    __Lib_USB_genHID__Is_HID
0x019B       [4]    __Lib_USB_genHID_BDTEntry_InPtr
0x019F       [1]    __Lib_USB_genHID_USBActiveConfiguration
0x01A0       [1]    __Lib_USB_genHID_USBDeviceState
0x01A1       [2]    __Lib_USB_genHID_USB_In_Handle
0x01A3       [6]    __Lib_USB_genHID_inPipes
0x01A9       [9]    __Lib_USB_genHID_outPipes
0x01B2       [9]    _USB_string_dsc_ptr
0x01BB       [3]    _USB_config_dsc_ptr
0x01BE      [16]    USB_Mode_str_usbDiagnostics_L0
0x01BE       [8]    TIME_Mode_t_L0
0x01BE       [1]    I2C_Test_EEPROM_x_L0
0x01CE       [1]    USB_Mode_page_L0
0x01CF       [1]    USB_Mode_address_L0
0x01D0       [1]    USB_Mode_address_count_L0
0x01D1       [1]    USB_Mode_entry_on_page_L0
0x01D2       [1]    USB_Mode_is_read_broken_L0
0x01D3       [1]    USB_Mode_is_write_broken_L0
0x01D4       [2]    FLOC__USB_Mode
0x01D6       [1]    FARG_I2C_Read_Byte_From_EEPROM_page_write
0x01D6       [8]    USB_Buffer_Time_t_L0
0x01D6       [2]    FARG_HID_Write_writebuff
0x01D6       [2]    FARG_LCD_2Row_Write_textstring_a
0x01D6       [2]    FARG_HID_Enable_readbuff
0x01D6       [1]    FARG_Lcd_Chr_row
0x01D6       [1]    FARG_I2C_Write_Byte_To_EEPROM_page_write
0x01D6       [2]    FARG_TestUSBInput_output_string
0x01D6       [2]    FARG_DisplayTimeStruct_time
0x01D7       [1]    FARG_I2C_Write_Byte_To_EEPROM_address
0x01D7       [1]    FARG_Lcd_Chr_column
0x01D7       [1]    FARG_I2C_Read_Byte_From_EEPROM_page_read
0x01D8      [16]    TestUSBInput_buff_diag_a_L0
0x01D8       [2]    FARG_LCD_2Row_Write_textstring_b
0x01D8       [1]    FARG_I2C_Read_Byte_From_EEPROM_address
0x01D8       [1]    FARG_HID_Write_len
0x01D8       [1]    FARG_Lcd_Chr_out_char
0x01D8       [1]    FARG_I2C_Write_Byte_To_EEPROM_byte2write
0x01D8       [2]    FARG_HID_Enable_writebuff
0x01D9       [1]    I2C_Read_Byte_From_EEPROM_x_L0
0x01E8      [16]    TestUSBInput_buff_diag_b_L0
0x01F8      [16]    TestUSBInput_buff_diag_d_L0
0x0208       [4]    FARG_I2C1_Init_clock
0x0208       [1]    __Lib_USB_genHID_USB_Device_Init_Int_i_L0
0x0208       [2]    FARG_GetTimeStruct_time
0x0208       [2]    FARG_Gen_Read_readbuff
0x0208       [2]    FARG_Gen_Write_writebuff
0x0208       [2]    FARG_LCD_1Row_Write_textstring_a
0x0208       [2]    FARG_Display_Time_Core_sec
0x020A       [1]    FARG_Gen_Write_length
0x020A       [5]    GetTimeStruct_txtSec_L0
0x020A       [2]    FARG_Display_Time_Core_min
0x020A       [1]    FARG_Gen_Read_length
0x020B       [1]    FARG_Gen_Write_ep
0x020B       [1]    FARG_Gen_Read_ep
0x020C       [2]    FARG_Display_Time_Core_hr
0x020C       [1]    Gen_Read_read_bytes_L0
0x020E       [2]    FARG_Display_Time_Core_day
0x020F       [5]    GetTimeStruct_txtMin_L0
0x0210       [2]    FARG_Display_Time_Core_mn
0x0212       [2]    FARG_Display_Time_Core_year
0x0214       [5]    GetTimeStruct_txtHour_L0
0x0214       [5]    Display_Time_Core_txtSec_L0
0x0219       [5]    Display_Time_Core_txtMin_L0
0x0219       [5]    GetTimeStruct_txtDay_L0
0x021E       [5]    Display_Time_Core_txtHour_L0
0x021E       [5]    GetTimeStruct_txtMn_L0
0x0223       [5]    Display_Time_Core_txtDay_L0
0x0223       [5]    GetTimeStruct_txtYear_L0
0x0228       [5]    Display_Time_Core_txtMn_L0
0x0228       [5]    GetTimeStruct_txtWeekDay_L0
0x022D       [5]    Display_Time_Core_txtYear_L0
0x022D       [1]    GetTimeStruct_local_sec_L0
0x022E       [1]    GetTimeStruct_local_min1_L0
0x022F       [1]    GetTimeStruct_local_hr_L0
0x0230       [1]    GetTimeStruct_local_week_day_L0
0x0231       [1]    GetTimeStruct_local_day_L0
0x0232      [16]    Display_Time_Core_txtDisplayRow1_L0
0x0232       [1]    GetTimeStruct_local_mn_L0
0x0233       [1]    GetTimeStruct_local_year_L0
0x0242      [16]    Display_Time_Core_txtDisplayRow2_L0
0x0252       [1]    FARG_ShortToStr_input
0x0252       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_ep
0x0252       [2]    FARG_atoi_s
0x0252       [2]    FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x0252       [2]    FARG_Lcd_Out_CP_text
0x0252       [2]    FARG_strcat_to
0x0252       [1]    FARG_Lcd_Out_row
0x0252       [2]    FARG_MakeLastTwoChars_txt
0x0252       [2]    FARG___Lib_USB_genHID_memset_usb_int_p1
0x0252       [2]    FARG_WordToHex_input
0x0252       [2]    FARG_Read_Time_sec
0x0253       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_dir
0x0253       [1]    FARG_Lcd_Out_column
0x0253       [2]    FARG_ShortToStr_output
0x0254       [1]    FARG___Lib_USB_genHID_memset_usb_int_mem_value
0x0254       [2]    FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_data_
0x0254       [2]    atoi_c_L0
0x0254       [2]    FARG_Read_Time_min
0x0254       [2]    FARG_Lcd_Out_text
0x0254       [2]    FARG_strcat_from
0x0254      [10]    MakeLastTwoChars_txtSec_L0
0x0254       [1]    Lcd_Out_CP_i_L0
0x0254       [2]    FARG_WordToHex_output
0x0255       [2]    FARG___Lib_USB_genHID_memset_usb_int_n
0x0255       [2]    ShortToStr_i_L0
0x0256       [2]    atoi_a_L0
0x0256       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_len
0x0256       [1]    Lcd_Out_i_L0
0x0256       [2]    FARG_Read_Time_hr
0x0257       [2]    ShortToStr_negative_L0
0x0258       [2]    FARG_Read_Time_week_day
0x0258       [2]    atoi_sign_L0
0x0259       [2]    ShortToStr_inbyte_L0
0x025A       [2]    FARG_Read_Time_day
0x025C       [2]    FARG_Read_Time_mn
0x025E       [2]    FARG_Read_Time_year
0x0260       [1]    FARG_Lcd_Chr_CP_out_char
0x0260       [1]    FARG_isdigit_character
0x0260       [1]    FARG_I2C1_Rd_ack
0x0260       [1]    FARG_I2C1_Wr_data_
0x0260       [2]    FARG_strcpy_to
0x0260       [1]    FARG_ByteToStr_input
0x0260       [2]    I2C1_Start_j_L0
0x0261       [2]    FARG_ByteToStr_output
0x0262       [2]    FARG_strcpy_from
0x0263       [1]    ByteToStr_DigitPos_L0
0x0264       [2]    FLOC__ByteToStr
0x0266       [1]    FARG_Lcd_Cmd_out_char
0x0267       [1]    USB_Interrupt_Proc_i_L0
0x0268       [1]    __Lib_USB_genHID_USB_Ctrl_EPService_setup_cnt_L3
0x0268       [1]    __Lib_USB_genHID_USB_Device_Init_i_L0
0x0269       [1]    __Lib_USB_genHID_USB_CtrlTrf_In_Handler_lastDTS_L0
0x026A       [2]    FARG___Lib_USB_genHID_memset_usb_p1
0x026A       [2]    FARG___Lib_USB_genHID_USB_CB_Handler_event
0x026C       [1]    FARG___Lib_USB_genHID_memset_usb_mem_value
0x026C       [2]    FARG___Lib_USB_genHID_USB_CB_Handler_pdata
0x026D       [2]    FARG___Lib_USB_genHID_memset_usb_n
0x026E       [2]    FARG___Lib_USB_genHID_USB_CB_Handler_size
0x0270       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_ep
0x0270       [1]    FARG___Lib_USB_genHID_USB_Enable_Endpoint_ep
0x0271       [1]    FARG___Lib_USB_genHID_USB_Enable_Endpoint_options
0x0271       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_dir
0x0272       [2]    FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x0274       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_len
0x0275       [3]    FARG___Lib_USB_genHID_USB_EP0_Send_ROM_src
0x0275       [1]    FARG___Lib_USB_genHID_USB_EP0_Transmit_Options_options
0x0275       [2]    FARG___Lib_USB_genHID_USB_EP0_Send_RAM_src
0x0275       [1]    FARG___Lib_USB_genHID_USB_Configure_Endpoint_EPNum
0x0276       [1]    FARG___Lib_USB_genHID_USB_Configure_Endpoint_direction
0x0277       [2]    FARG___Lib_USB_genHID_USB_EP0_Send_RAM_size
0x0278       [2]    FARG___Lib_USB_genHID_USB_EP0_Send_ROM_size
0x0279       [1]    FARG___Lib_USB_genHID_USB_EP0_Send_RAM_options
0x027A       [1]    FARG___Lib_USB_genHID_USB_EP0_Send_ROM_options
0x0400      [32]    __Lib_USB_genHID_BDT
0x0420       [8]    __Lib_USB_genHID_SetupPkt
0x0428       [8]    __Lib_USB_genHID_CtrlTrfData
0x0500      [64]    _readbuff
0x0540      [64]    _writebuff
0x0F68       [0]    STALLIF_bit
0x0F68       [0]    IDLEIF_bit
0x0F68       [0]    UERRIF_bit
0x0F68       [0]    SOFIF_bit
0x0F68       [0]    ACTVIF_bit
0x0F68       [1]    UIR
0x0F68       [0]    TRNIF_bit
0x0F68       [0]    URSTIF_bit
0x0F69       [0]    URSTIE_bit
0x0F69       [1]    UIE
0x0F69       [0]    SOFIE_bit
0x0F69       [0]    IDLEIE_bit
0x0F69       [0]    TRNIE_bit
0x0F69       [0]    ACTVIE_bit
0x0F69       [0]    STALLIE_bit
0x0F69       [0]    UERRIE_bit
0x0F6A       [1]    UEIR
0x0F6B       [1]    UEIE
0x0F6C       [1]    USTAT
0x0F6D       [0]    PKTDIS_bit
0x0F6D       [0]    SE0_bit
0x0F6D       [0]    PPBRST_bit
0x0F6D       [0]    USBEN_bit
0x0F6D       [1]    UCON
0x0F6D       [0]    SUSPND_bit
0x0F6E       [1]    UADDR
0x0F6F       [1]    UCFG
0x0F70       [1]    UEP0
0x0F70       [0]    EPSTALL_bit
0x0F71       [1]    UEP1
0x0F80       [0]    RA0_bit
0x0F80       [1]    PORTA
0x0F80       [0]    RA1_bit
0x0F81       [0]    RB7_bit
0x0F81       [0]    RB3_bit
0x0F81       [0]    RB2_bit
0x0F81       [0]    RB6_bit
0x0F81       [0]    RB5_bit
0x0F81       [0]    RB4_bit
0x0F81       [0]    LCD_D5
0x0F81       [0]    LCD_D6
0x0F81       [0]    LCD_D7
0x0F81       [0]    LCD_RS
0x0F81       [0]    LCD_EN
0x0F81       [0]    LCD_D4
0x0F82       [1]    PORTC
0x0F83       [1]    PORTD
0x0F84       [1]    PORTE
0x0F89       [1]    LATA
0x0F8A       [0]    LATB1_bit
0x0F8A       [0]    LATB0_bit
0x0F8B       [1]    LATC
0x0F8C       [1]    LATD
0x0F8D       [1]    LATE
0x0F92       [1]    TRISA
0x0F93       [0]    TRISB3_bit
0x0F93       [0]    TRISB2_bit
0x0F93       [0]    LCD_RS_Direction
0x0F93       [0]    TRISB0_bit
0x0F93       [0]    TRISB1_bit
0x0F93       [0]    LCD_D5_Direction
0x0F93       [0]    TRISB6_bit
0x0F93       [0]    TRISB7_bit
0x0F93       [0]    LCD_D7_Direction
0x0F93       [0]    LCD_D6_Direction
0x0F93       [0]    TRISB4_bit
0x0F93       [0]    LCD_EN_Direction
0x0F93       [0]    TRISB5_bit
0x0F93       [0]    LCD_D4_Direction
0x0F94       [1]    TRISC
0x0F95       [1]    TRISD
0x0F96       [1]    TRISE
0x0F9E       [1]    PIR1
0x0FA0       [0]    USBIE_bit
0x0FA1       [0]    USBIF_bit
0x0FA2       [0]    USBIP_bit
0x0FB4       [1]    CMCON
0x0FC1       [1]    ADCON1
0x0FC5       [1]    SSPCON2
0x0FC6       [1]    SSPCON1
0x0FC7       [1]    SSPSTAT
0x0FC8       [1]    SSPADD
0x0FC9       [1]    SSPBUF
0x0FD0       [0]    IPEN_bit
0x0FD8       [1]    STATUS
0x0FD9       [1]    FSR2L
0x0FDA       [1]    FSR2H
0x0FDE       [1]    POSTINC2
0x0FE0       [1]    BSR
0x0FE1       [1]    FSR1L
0x0FE2       [1]    FSR1H
0x0FE4       [1]    PREINC1
0x0FE6       [1]    POSTINC1
0x0FE7       [1]    INDF1
0x0FE8       [1]    WREG
0x0FE9       [1]    FSR0L
0x0FEA       [1]    FSR0H
0x0FEE       [1]    POSTINC0
0x0FF1       [1]    INTCON2
0x0FF2       [0]    GIEH_bit
0x0FF3       [1]    PRODL
0x0FF4       [1]    PRODH
0x0FF5       [1]    TABLAT
0x0FF6       [1]    TBLPTRL
0x0FF7       [1]    TBLPTRH
0x0FF8       [1]    TBLPTRU
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x2ED2      [11]    ?ICS?lstr5_lcddisplay
0x2EDD      [13]    ?ICS?lstr6_lcddisplay
0x2EEA      [11]    ?ICS?lstr7_lcddisplay
0x2EF5      [13]    ?ICS?lstr4_lcddisplay
0x2F02       [8]    ?ICS_mempages_write
0x2F0A       [8]    ?ICS_mempages_read
0x2F12      [16]    ?ICS?lstr11_lcddisplay
0x2F22      [12]    ?ICS?lstr12_lcddisplay
0x2F2E      [13]    ?ICS?lstr13_lcddisplay
0x2F3B      [11]    ?ICS?lstr8_lcddisplay
0x2F46      [12]    ?ICS?lstr9_lcddisplay
0x2F52       [9]    ?ICS?lstr10_lcddisplay
0x2F5B      [13]    ?ICS?lstr3_lcddisplay
0x2F68      [16]    ?ICS?lstr19_lcddisplay
0x2F78       [9]    ?ICS?lstr20_lcddisplay
0x2F81      [15]    ?ICS?lstr16_lcddisplay
0x2F90      [13]    ?ICS?lstr17_lcddisplay
0x2F9D      [14]    ?ICS?lstr18_lcddisplay
0x2FAB      [14]    ?ICS?lstr1_lcddisplay
0x2FB9      [16]    ?ICS?lstr2_lcddisplay
0x2FC9      [13]    ?ICS?lstr21_lcddisplay
0x2FD6      [14]    ?ICS?lstr22_lcddisplay
0x2FE4       [8]    ?ICS?lstr23_lcddisplay
0x2FEC      [16]    ?ICS?lstr14_lcddisplay
0x2FFC      [17]    ?ICS?lstr15_lcddisplay
0x300D       [7]    ?ICS?lstr4_CoreTime
0x3014       [2]    ?ICS?lstr5_CoreTime
0x3016       [2]    ?ICS?lstr2_CoreTime
0x3018       [2]    ?ICS?lstr3_CoreTime
0x301A       [1]    ?ICS?lstr24_lcddisplay
0x301B       [2]    ?ICS?lstr6_CoreTime
0x301D       [7]    ?ICS?lstr1_CoreTime
0x3024     [118]    _strd2
0x309A       [5]    ?ICSDisplay_Time_Core_txtSec_L0
0x309F       [5]    ?ICSDisplay_Time_Core_txtMin_L0
0x30A4       [5]    ?ICSDisplay_Time_Core_txtHour_L0
0x30A9       [5]    ?ICSDisplay_Time_Core_txtDay_L0
0x30AE       [5]    ?ICSDisplay_Time_Core_txtMn_L0
0x30B3       [5]    ?ICSDisplay_Time_Core_txtYear_L0
0x30B8      [16]    ?ICSDisplay_Time_Core_txtDisplayRow1_L0
0x30C8      [16]    ?ICSDisplay_Time_Core_txtDisplayRow2_L0
0x30D8      [42]    _strd3
0x3102      [41]    _configDescriptor1
0x312B       [5]    ?ICSGetTimeStruct_txtSec_L0
0x3130       [5]    ?ICSGetTimeStruct_txtMin_L0
0x3135       [5]    ?ICSGetTimeStruct_txtHour_L0
0x313A       [5]    ?ICSGetTimeStruct_txtDay_L0
0x313F       [5]    ?ICSGetTimeStruct_txtMn_L0
0x3144       [5]    ?ICSGetTimeStruct_txtYear_L0
0x3149       [5]    ?ICSGetTimeStruct_txtWeekDay_L0
0x314E      [33]    _hid_rpt_desc
0x316F      [18]    _device_dsc
0x3181      [16]    __Lib_Conversions_Digits
0x3191       [4]    _strd1
//** Label List: ** 
//----------------------------------------------
  L_LCD_Write_Heart0
  L_LCD_Write_Heart1
  L_LCD_Write_Heart2
  L_end_LCD_2Row_Write
  _LCD_2Row_Write
  L_end_LCD_1Row_Write
  _LCD_1Row_Write
  L_end_LCD_Write_Heart
  _LCD_Write_Heart
  L_Display_Time0
  L_Display_Time1
  L_Display_Time2
  L_Display_Time3
  L_Display_Time4
  L_Display_Time5
  L_Display_Time6
  L_Display_Time7
  L_Display_Time8
  L_end_Display_Time_Core
  _Display_Time_Core
  L_end_Display_Time
  _Display_Time
  L_end_Transform_Time
  _Transform_Time
  L_end_Read_Time
  _Read_Time
  L_end_Write_Time
  _Write_Time
  L_end_GetTimeStruct
  _GetTimeStruct
  L_end_MakeLastTwoChars
  _MakeLastTwoChars
  L_end_DisplayTimeStruct
  _DisplayTimeStruct
  L_end_USB_Init_Desc
  _USB_Init_Desc
  L_init_main0
  L_USB_Mode1
  L_USB_Mode2
  L_USB_Mode3
  L_USB_Mode4
  L_USB_Mode5
  L_USB_Mode6
  L_USB_Mode7
  L_USB_Mode8
  L_USB_Mode9
  L_USB_Mode10
  L_USB_Mode11
  L_USB_Mode12
  L_USB_Mode13
  L_USB_Mode14
  L_USB_Mode15
  L_USB_Mode16
  L_USB_Mode17
  L_USB_Mode18
  L_USB_Mode19
  L_USB_Mode20
  L_USB_Mode21
  L_USB_Mode22
  L_USB_Mode23
  L_USB_Mode24
  L_USB_Mode25
  L_USB_Mode26
  L_USB_Mode27
  L_USB_Mode28
  L_USB_Mode29
  L_USB_Mode30
  L_USB_Mode31
  L_USB_Mode32
  L_USB_Mode33
  L_USB_Mode34
  L_USB_Mode35
  L_USB_Mode36
  L_USB_Mode37
  L_USB_Mode38
  L_USB_Mode39
  L_USB_Mode40
  L_USB_Mode41
  L_USB_Mode42
  L_USB_Mode43
  L_USB_Mode44
  L_USB_Mode45
  L_USB_Mode46
  L_USB_Mode47
  L_USB_Mode48
  L_USB_Mode49
  L_USB_Mode50
  L_USB_Mode51
  L_USB_Mode52
  L_USB_Mode53
  L_USB_Mode54
  L_USB_Mode55
  L_USB_Mode56
  L_USB_Mode57
  L_USB_Mode58
  L_USB_Mode59
  L_USB_Mode60
  L_USB_Mode61
  L_USB_Mode62
  L_USB_Mode63
  L_USB_Mode64
  L_USB_Mode65
  L_USB_Mode66
  L_USB_Mode67
  L_USB_Mode68
  L_USB_Mode69
  L_USB_Mode70
  L_USB_Mode71
  L_USB_Mode72
  L_USB_Mode73
  L_USB_Mode74
  L_USB_Mode75
  L_USB_Mode76
  L_USB_Mode77
  L_USB_Mode78
  L_USB_Mode79
  L_USB_Mode80
  L_USB_Mode81
  L_USB_Mode82
  L_USB_Buffer_Clear83
  L_USB_Buffer_Clear84
  L_USB_Buffer_Clear85
  L_TIME_Mode86
  L_TIME_Mode87
  L_TIME_Mode88
  L_TIME_Mode89
  L_I2C_Read_Byte_From_EEPROM90
  L_I2C_Read_Byte_From_EEPROM91
  L_I2C_Write_Byte_To_EEPROM92
  L_I2C_Test_EEPROM93
  L_I2C_Test_EEPROM94
  L_I2C_Test_EEPROM95
  L_I2C_Test_EEPROM96
  L_GetOpMode97
  L_GetOpMode98
  L_GetOpMode99
  L_GetOpMode100
  L_GetOpMode101
  L_GetOpMode102
  L_GetOpMode103
  L_GetOpMode104
  L_main105
  L_main106
  L_main107
  L_main108
  L_main109
  L_main110
  L_main111
  L_main112
  L_main113
  L_main114
  L__USB_Mode115
  L__USB_Mode116
  L__USB_Mode117
  L__USB_Mode118
  L__USB_Mode119
  L__USB_Mode120
  L__USB_Mode121
  L__USB_Mode122
  L__GetOpMode123
  L__GetOpMode124
  L_end_interrupt
  _interrupt
  L__interrupt126
  L_end_init_core
  _init_core
  L_end_init_main
  _init_main
  L_end_USB_Mode
  _USB_Mode
  L__USB_Mode130
  L__USB_Mode131
  L__USB_Mode132
  L__USB_Mode133
  L__USB_Mode134
  L__USB_Mode135
  L__USB_Mode136
